fips,hh_size,hh_income,cost_housing,n_vehicles,hh_share_nonwhite,i_renter,i_moved,i_foodstamp,i_smartphone,i_internet,time_commuting
29183,4,13,1600,2,0.75,0,0,0,1,1,20
16000,2,8.9,700,3,0,0,0,0,1,1,55
42091,2,52.55,4500,2,0,0,0,0,1,1,15
36055,4,11.5,1200,2,0,0,0,0,1,1,10
42071,5,15.5,1900,3,0,0,1,0,1,1,20
06037,4,1.88,1700,1,0,0,0,1,1,1,10
51810,2,19.2,2000,2,0,0,0,0,1,1,40
36081,2,12,2600,0,1,0,0,0,1,1,120
06000,2,3.55,890,1,0,1,0,0,0,0,115
36027,2,25.5,1500,2,0,0,1,0,1,1,10
48029,2,3.5,830,2,0.5,1,1,0,1,1,35
45000,3,5.59,680,2,1,1,0,0,1,1,43.333333333333336
36059,4,24.5,1300,4,0,0,0,0,1,1,45
34013,4,15.1,200,2,1,0,0,0,1,1,47.5
40000,2,6.83,700,3,0.5,0,0,0,0,1,10
47000,4,5.4,400,3,0,1,0,0,1,1,20
26000,2,4.1,550,2,0,1,0,0,1,1,20
13135,3,3.8,1400,1,1,1,0,0,1,1,30
42045,5,4.5,1200,1,0,0,0,0,1,1,12
42043,2,3.5,800,1,0,1,0,0,1,1,40
35013,6,2.05,570,2,1,1,0,0,1,1,5
42000,4,19.75,1600,6,0,0,0,0,1,1,23
04013,3,1.6,680,1,0,1,1,0,1,1,30
12000,2,5,1400,1,0,1,0,1,1,1,30
13000,2,8.4,820,2,0,0,0,0,0,1,32
06013,6,11.86,1800,4,1,1,0,0,1,1,11.666666666666666
51810,2,7.68,950,2,0,1,0,0,1,1,35
05000,1,2.33,330,1,0,1,1,0,0,1,40
12073,3,3.5,650,1,0,0,0,0,1,1,30
01117,2,15.018,1100,3,0,0,0,0,1,1,60
05000,3,15.4,1600,2,0,0,0,0,1,1,11.333333333333334
09009,2,10,1700,2,0.5,0,0,0,1,1,46
51000,3,9.4,1900,2,1,1,0,0,1,1,80
12011,2,13.8,2500,1,0,1,0,0,1,1,60
39153,4,2.62,670,1,0,1,0,1,1,1,12.5
19000,4,12,900,2,0,0,0,0,1,1,35
25000,2,11.5,1900,1,0,0,0,0,1,1,30
17089,1,2.34,1200,2,1,0,0,0,1,1,28
39000,1,1.5,280,0,0,1,1,0,1,1,10
06099,2,1.85,500,2,0,1,0,0,1,1,30
21000,4,10,1000,2,0,0,0,0,1,1,15
29183,3,16,1400,2,1,1,0,0,1,1,6.666666666666667
04013,5,6.6,910,2,0,0,0,0,1,1,12
36000,2,7.33,1500,1,1,0,0,0,1,0,5
08000,5,11.38,1300,3,0,0,0,0,1,1,36
12000,1,4,750,1,0,1,0,0,0,0,20
29019,2,6.8,740,2,0,1,1,0,1,1,55
12011,1,1.07,1400,2,0,1,0,0,0,0,60
11001,2,1.54,1000,0,1,1,1,1,1,1,5
16000,2,4.5,550,1,0,0,0,0,1,1,3
48041,3,6,800,3,0,1,0,0,1,1,8.666666666666666
47000,3,10,500,3,0,0,0,0,1,1,20
37081,2,4.17,1200,2,1,0,0,0,1,1,75
06037,2,8.88,1200,3,1,0,0,0,1,1,60
27109,1,9,1300,1,0,1,1,0,1,1,60
48491,2,3.34,1100,2,0,1,1,0,1,1,50
06113,2,22.73,1200,2,0,0,0,0,1,1,25
53061,4,29,2400,2,0,0,0,0,1,1,10
21227,4,3.577,300,4,0,0,0,0,1,1,37.5
12009,3,6.238,800,3,0,0,1,0,1,1,12
48367,5,10.5,2400,2,0,0,1,0,1,1,24
17043,4,15.35,2500,2,0,0,0,0,1,1,7.5
36000,4,17.472,1500,3,0,0,0,0,1,1,30
19000,2,5.28,580,2,0,1,1,0,1,1,40
48029,4,14.2,2100,4,0,0,0,0,1,1,25
13117,3,11.48,2100,2,1,0,0,0,1,1,33.333333333333336
20000,6,9.9,2000,1,0,0,1,0,1,0,6.666666666666667
08000,3,32,3500,2,0,0,1,0,1,1,26.666666666666668
37119,2,6,1200,2,0,1,1,0,1,1,40
36081,2,13,2000,0,0,1,0,0,1,1,90
42000,6,11.82,1200,4,0.16666666666666666,0,0,0,1,1,14
47000,3,2.3,800,2,0,1,1,1,1,1,36.666666666666664
47000,2,56.54,1900,5,0,0,0,0,1,1,10
12085,3,21.9,990,5,0,0,0,0,1,1,26.666666666666668
35013,3,9.36,900,4,0,0,0,0,1,1,40
53033,2,12.102,1700,2,0,1,0,0,1,1,110
39057,2,12.15,1700,2,0,1,1,0,1,1,30
06037,6,2.29,1500,2,1,1,0,1,1,1,13.333333333333334
48201,3,9.8,1600,2,1,1,1,1,1,1,33.333333333333336
39061,4,23.2,620,4,0,0,0,0,1,1,10
48201,2,6.6,1400,2,0,0,0,0,1,1,105
09001,1,5.02,1900,2,0,0,0,0,1,1,120
34017,2,0.73,3500,1,1,0,0,0,1,1,10
06073,3,16,2000,2,0,0,0,0,1,1,13.333333333333334
36059,4,16.6,2100,3,0,0,0,0,1,1,45
42101,4,5.6,1000,2,1,1,0,1,1,1,55
13000,2,3.01,930,0,1,1,1,1,1,0,80
13000,2,1.3,600,2,1,1,0,0,1,1,8
06037,5,18.8,2400,2,0,0,0,0,1,1,8
17043,4,13.74,2000,4,0,1,0,0,1,1,42.5
04013,5,2.3,1300,3,0,1,1,0,1,1,8
26000,1,1.7,310,1,0,1,0,0,1,1,10
41051,2,31,3200,2,0,1,0,0,1,1,45
27123,1,5.2,800,1,0,1,0,0,1,1,80
12099,1,1.1,850,0,0,1,0,0,0,0,180
48439,4,11,670,3,0,0,0,0,1,1,10
42000,2,4.41,280,2,0,0,0,0,1,1,25
06037,5,3.79,2000,3,1,0,0,0,1,1,8
34019,3,23.2,2100,2,0.6666666666666666,1,0,0,1,1,70
36000,12,10.34,1400,5,0.9166666666666666,0,0,0,1,1,13.333333333333334
25000,3,16,2600,2,0.3333333333333333,1,1,0,1,1,26.666666666666668
50000,2,2.87,960,1,0.5,1,1,0,1,1,60
13067,2,6.17,1200,2,0,1,0,0,1,1,30
09003,3,2.6,880,0,0,1,1,1,1,1,13.333333333333334
12000,3,4.81,600,2,1,1,0,1,1,0,10
13073,3,5.4,1100,2,0,0,1,0,1,1,23.333333333333332
06037,1,2.5,1300,1,1,1,0,0,1,1,50
17111,3,8.303,1300,2,0,0,0,0,1,1,23.333333333333332
28047,5,7.5,1200,2,0,1,0,0,1,1,20
47037,2,5.4,750,2,1,1,0,0,1,1,40
24033,2,13.4,900,0,1,1,0,0,1,1,85
25000,1,10.82,1400,1,0,0,0,0,1,1,80
11001,2,20.7,3000,0,0,1,0,0,1,1,80
08000,2,4.81,650,2,0,0,0,1,1,1,10
06111,3,18.8,2700,2,0,0,0,0,1,1,48.666666666666664
06071,2,19.9,1700,2,0,0,1,0,1,1,40
27123,2,17.6,1100,2,0,1,0,0,1,1,65
40000,2,5,300,2,0,1,0,0,1,1,60
06037,5,4.07,1500,3,1,0,1,0,1,1,36
06041,2,29.23,360,2,0,0,0,0,1,1,50
39113,3,9.2,1300,2,0,0,1,0,1,1,30
13151,3,9.11,1200,2,1,0,1,0,1,1,26.666666666666668
25025,2,13.003,700,2,0.5,0,0,0,1,1,40
28000,5,3.85,530,1,1,1,0,1,1,1,6
04013,4,23.55,2800,2,1,0,0,0,1,1,32.5
48113,5,8.1,1100,5,0,0,0,0,1,1,50
25000,2,8.5,730,2,0.5,0,0,0,1,1,105
21111,1,2.71,800,1,0,0,0,0,1,1,20
39035,3,5.55,280,3,0,0,0,0,1,1,20
15001,2,4.62,4000,2,0,0,0,0,1,1,75
20091,2,19.4,2600,2,0,1,0,0,1,1,40
51000,1,4.3,800,1,1,1,1,0,1,1,90
56000,1,2.45,810,2,0,0,0,0,1,1,40
26000,1,10,980,1,0,1,0,0,1,1,30
13067,2,5.9,850,3,0,1,1,0,1,1,55
05007,4,4.8,600,2,0.25,1,0,0,1,1,7.5
12000,2,1.5,680,0,0,1,1,1,1,0,30
17037,2,9.001,930,3,0,0,0,0,1,1,25
48201,5,3,900,2,1,1,0,1,1,1,26
17119,4,13.2,1200,2,0.75,0,0,0,1,1,27.5
06001,1,2.3,2000,1,1,0,0,0,1,1,30
25000,2,15.8,2700,2,0,0,1,0,1,1,75
06059,4,30,3500,2,0.75,1,0,0,1,1,3
48439,1,3.07,810,1,0,1,0,0,1,1,20
25025,2,29.5,3700,0,0,1,0,0,1,1,30
48201,1,1,1900,1,0,1,0,0,1,1,50
31109,2,7.2,800,2,0,0,0,0,1,1,40
48085,1,6,1700,2,0,0,0,0,1,1,40
12057,6,17.38,1500,3,0,0,0,0,1,1,20
34035,6,16.1,1600,4,0,0,0,0,1,1,10
06073,3,9.2,470,2,1,0,0,0,1,1,46.666666666666664
21015,2,7.5,800,3,0,0,0,0,1,1,32
06065,6,14.06,1100,3,0,1,1,0,1,1,55
30000,2,11.7,1300,1,0,0,0,0,1,1,10
06095,2,25.2,2600,2,0.5,0,0,0,1,1,48
05000,2,16.39,360,4,1,0,0,0,1,1,15
27171,4,16.7,2000,4,0,0,0,0,1,1,32.5
53061,2,11,2500,5,0,0,1,0,1,1,53
10003,2,8.21,920,2,0,1,0,0,1,1,90
37063,3,24.6,4100,2,1,0,0,0,1,1,46.666666666666664
34039,1,0.48,100,0,0,1,0,1,0,0,40
36000,4,4.44,410,2,0,0,0,0,1,1,10
12105,4,5,680,2,1,1,0,1,1,1,2.5
34017,1,12.17,2800,1,0,1,0,0,1,1,40
32031,5,5.67,1100,4,0,0,0,0,1,1,22
17000,1,5.2,500,1,0,0,0,0,1,1,14
06037,3,6.2,1000,1,1,1,0,0,1,1,33.333333333333336
28000,2,4.12,450,2,0,0,1,0,1,1,90
36029,4,5.6,680,4,0,0,0,0,1,1,27.5
36091,3,9.69,700,2,0,0,0,0,1,1,50
04019,1,6,330,1,0,0,0,0,1,1,20
39000,3,10.7,750,4,0,0,0,0,1,1,67.33333333333333
37000,2,3.6,2300,2,0,0,1,0,1,1,10
06013,5,60.5,5100,4,1,0,1,0,1,1,36
39049,2,10.2,1200,2,0.5,0,0,0,1,1,35
45000,3,12.51,1100,2,0,0,0,0,0,1,60
04019,3,5.7,450,3,0,1,0,0,1,1,36.666666666666664
02000,1,1.4,150,1,0,1,0,0,1,1,20
06037,1,7.5,1700,1,0,1,0,0,1,1,60
48245,2,3.8,850,1,0,1,0,1,1,1,6
12000,3,2,500,1,1,1,0,0,1,1,13.333333333333334
48453,2,3.88,810,1,1,1,0,0,1,1,15
34023,5,23.71,2500,3,0,0,0,0,1,1,20
02000,1,10.19,1400,1,1,1,0,0,1,1,2
06099,2,6,650,1,0.5,1,0,0,1,1,40
51000,3,8.51,360,1,1,0,1,0,1,0,30
55117,6,14.46,400,5,0,0,0,0,1,1,10
06067,2,79.5,4900,2,0,0,0,0,1,1,70
46000,2,11.24,700,2,0,0,0,0,0,0,15
13073,1,5.5,910,1,1,0,0,0,1,1,36
40000,3,56.8,3900,4,1,0,0,0,1,1,33.333333333333336
45051,4,8.44,1100,2,0,1,0,0,1,1,40
48453,3,14,1700,2,0,0,1,0,1,1,20
18000,2,17.4,450,4,0,0,0,0,1,1,135
34023,3,109.2,3400,3,0,0,0,0,1,1,20
56000,1,7.1,750,2,0,1,0,0,1,1,70
37119,5,0.88,910,2,0,0,0,1,1,1,6
06037,2,5.009,7300,0,0,0,0,0,1,1,15
34007,1,4,1200,1,0,1,0,0,0,0,18
27037,5,3.83,950,1,1,1,0,1,1,1,16
25000,5,9.07,400,2,0,0,0,0,1,1,20
22000,3,3.86,600,1,1,0,0,0,0,0,6.666666666666667
39049,2,45.39,3700,3,1,0,0,0,1,1,17
53000,3,9.3,650,3,0,0,0,0,1,1,2.6666666666666665
13000,1,0.13,750,0,1,1,0,0,1,1,30
01000,3,3.5,770,3,0.3333333333333333,1,0,0,1,1,35.333333333333336
26161,3,15.9,1200,2,0,0,0,0,1,1,43.333333333333336
37000,4,8.8,1300,2,1,1,0,0,1,1,7.5
05007,5,9.38,770,5,0.8,0,0,0,1,1,8
08000,6,10.5,2800,2,0.16666666666666666,0,1,0,1,1,26.666666666666668
01000,3,4.55,750,2,0,0,0,0,1,1,20
54000,2,3.4,750,2,1,0,0,1,1,1,20
09001,4,5.39,1600,5,0,0,0,0,1,1,45
47157,4,14,1400,4,1,0,0,0,1,1,15
06099,2,9.06,490,5,0,0,0,0,1,1,15
34035,4,19.05,2600,2,1,0,0,0,1,1,11
34021,4,6,1700,2,0,1,0,0,1,1,1.5
06077,4,9.8,1600,4,0,0,0,0,1,1,30
06095,2,5.5,1300,1,0,0,0,0,1,1,3
55000,2,8.62,900,3,0,0,1,0,1,1,26
19000,4,27.48,1900,4,0,0,0,0,1,1,20
56000,2,26.8,1800,3,0,0,0,0,1,1,45
48201,6,6.535,1300,3,0,0,0,0,1,1,3.3333333333333335
36055,4,9.64,1600,2,0,0,0,0,1,1,27
39061,1,3.6,720,1,0,0,0,0,1,1,60
39035,1,5.5,850,1,0,1,0,0,1,1,10
48113,2,6.89,1400,2,0,0,0,0,1,1,15
34037,3,0.6,1400,2,0,1,0,0,1,1,40
55000,3,7.2,1700,3,0,0,0,0,1,1,26.666666666666668
39017,2,14,690,2,0,0,0,0,1,1,55
48113,2,3.27,750,1,1,1,1,0,1,1,20
12000,6,6,1900,4,0,0,0,0,1,1,23.333333333333332
21111,1,4.9,170,2,0,0,0,0,1,1,40
08000,1,4,600,2,0,0,0,0,1,1,16
42133,1,11.7,690,1,0,0,0,0,1,1,40
13067,2,8.56,1900,2,0,0,0,0,1,1,40
53000,1,1.5,600,1,0,1,0,0,1,1,20
18157,4,2.84,420,4,0,1,1,0,1,1,7.5
37159,2,8,730,4,0,0,0,0,1,1,50
25000,2,9.53,2500,2,0,0,0,0,1,1,60
22033,2,3.5,1000,1,0,1,0,0,1,1,20
29099,2,13,700,2,0,1,0,0,1,1,135
51000,2,4.7,1000,1,0,1,0,0,1,1,15
48041,2,6.04,1700,1,1,1,0,0,1,1,15
49011,3,9.4,1200,2,0,0,0,0,1,1,21.333333333333332
55000,4,2.709,600,2,0,1,0,1,1,1,2.5
36000,2,8,800,2,0,0,0,0,0,1,10
29189,3,5,1200,1,0,1,0,0,1,1,2
06107,7,11.9,700,3,1,1,0,1,1,1,28.571428571428573
12000,3,8.6,1800,3,0,0,0,0,1,1,70
34029,3,6.46,2300,3,0,0,0,0,1,1,60
26000,2,5.91,410,2,0,0,0,0,1,1,7
36091,3,4.324,920,1,0,1,0,0,0,1,6.666666666666667
06001,1,13,2000,1,0,1,0,0,1,1,30
26115,4,10.9,1000,2,0,0,0,0,1,1,15
13097,1,1.66,930,0,1,1,0,0,0,1,60
19000,2,4,800,2,0,1,0,0,1,0,12
06037,4,0.791,1900,4,1,1,1,0,1,1,21
38000,2,8.501,1000,2,0,0,0,0,1,1,15
42000,3,49.1,1500,3,0,0,0,0,1,1,47.333333333333336
28047,1,2,510,1,0,1,0,1,1,1,20
47157,4,1.53,700,2,1,1,0,0,1,1,35
13073,3,12.11,800,3,0,0,0,0,1,1,66.66666666666667
55000,1,7.8,800,1,0,0,0,0,1,1,6
04019,1,3.6,480,1,0,1,0,0,1,1,50
06037,2,7,2200,1,1,1,0,0,1,1,60
31055,2,4.42,1100,2,0,1,0,0,1,1,5
34025,2,18.5,4000,3,0,0,0,0,1,1,30
12103,4,13.2,1400,3,0,1,1,1,1,1,7.5
28000,5,6.86,650,4,1,0,0,0,1,1,6
48453,4,18.15,3000,1,0,0,1,0,1,0,10
48085,3,23,1500,2,1,1,1,0,0,1,23.333333333333332
36000,4,3.8,500,2,0,0,0,0,1,1,5
41000,5,3.24,650,2,0.8,0,0,1,1,1,8
06041,1,7.22,1200,4,1,0,0,0,1,1,30
37000,2,5.77,890,3,0,0,1,0,1,1,90
06037,2,5.8,5500,0,1,0,0,0,1,1,10
48201,3,8.8,1300,3,0.3333333333333333,1,0,0,1,1,34.666666666666664
23000,2,20.7,1100,2,0,1,1,0,1,1,20
11001,2,16.1,2500,1,0.5,0,1,0,1,1,50
41051,1,1.6,1200,1,0,0,0,0,1,1,10
12000,1,3.9,440,1,0,0,0,1,1,0,120
01097,2,6.75,740,2,0,0,0,0,1,1,20
42000,2,10.6,660,2,0,0,0,0,1,1,60
12103,5,4,600,2,0.4,0,0,0,1,1,28
15003,4,11.5,3000,3,0.75,0,0,0,1,1,22.5
24005,5,4.8,1100,1,1,1,1,0,1,1,8
37000,2,26.78,2400,2,0,0,0,0,1,1,20
48209,4,10.7,1300,2,0,1,0,0,1,1,32.5
42101,5,16.3,990,2,1,0,0,1,0,1,10.8
17031,2,5.49,990,2,0,0,1,0,1,1,35
47065,2,15.16,1700,3,0,0,0,0,1,1,45
06059,6,10.8,1400,0,1,0,0,0,1,1,40
36000,4,12.743,3300,1,0,0,0,0,1,1,30
06059,1,4.005,500,1,0,0,0,0,1,1,60
12071,6,6.5,1700,5,0,0,1,0,1,1,23.333333333333332
24000,1,50.2,2300,1,0,0,1,0,1,1,20
04013,2,5,1500,2,0,0,0,0,1,1,20
09003,2,9.2,130,3,0,0,0,0,1,1,5
09001,3,22.032,2300,3,0,0,0,0,1,1,26.666666666666668
17043,1,4.75,780,1,0,1,0,0,1,1,30
06073,5,13.49,2600,4,0,0,0,0,1,1,12
18000,2,13.15,1200,3,0,0,1,0,1,1,103
09001,5,58.5,1800,1,0,1,1,0,1,1,2.8
40000,5,3.89,1100,2,0.2,0,0,0,1,1,6
37063,2,7.8,900,1,0.5,1,0,0,1,1,30
06083,5,5.3,850,2,1,1,0,0,1,1,26
48029,4,7.9,300,2,0,0,0,1,1,1,20
51000,1,1.8,760,0,1,1,0,1,0,0,90
06037,3,12.6,1500,2,0,0,0,0,1,1,93.33333333333333
06075,2,22,3500,0,0,1,0,0,1,1,40
47000,4,12.5,850,3,0,0,0,0,1,1,89.5
33000,4,29,1400,2,1,1,0,0,1,1,30
26125,2,10.3,760,2,0,0,0,0,1,1,70
36061,3,24.53,3100,0,0,1,0,0,1,1,20
12057,2,8.05,2100,1,0,0,0,0,1,1,50
53067,1,4.929,1200,1,0,0,0,0,1,1,34
49053,7,19.25,2000,5,0,1,0,0,1,1,10
48000,3,6.11,710,3,0,0,0,0,1,1,34.666666666666664
18127,2,8.2,900,2,0,1,0,0,1,1,75
47065,2,7.55,1500,3,1,0,0,0,1,1,32
06037,1,6.5,690,1,0,0,0,0,1,1,90
25025,1,7.6,1800,1,0,0,0,0,1,1,10
42000,4,15.46,800,2,0,1,0,0,1,1,15
04000,2,8.7,1200,2,0,0,1,0,1,1,20
26125,2,11.6,1900,2,0,0,1,0,1,1,45
55133,1,4.8,1000,1,0,0,0,0,1,1,10
48085,1,1.9,890,1,0,1,0,0,1,1,60
06037,3,8.5,2400,1,0,0,0,0,1,1,11.333333333333334
34000,3,12.7,2200,2,0,0,0,0,1,1,2
13000,5,11.38,650,2,1,1,0,0,1,0,30
12105,4,9,1200,2,0,1,1,0,1,1,20
36055,2,4.25,930,2,0,1,0,0,1,1,23
06081,2,34.55,1500,3,0,0,0,0,1,1,10
22033,3,9.81,700,1,1,0,0,0,1,1,6.666666666666667
10001,1,4.22,990,1,1,1,1,0,1,1,40
55000,3,8.925,530,3,0,0,0,0,1,1,31.333333333333332
06041,2,23.096,4100,2,0,0,0,0,1,1,50
45091,3,10.5,1200,2,0,0,0,0,1,1,60
47187,2,30.7,2300,3,0,0,0,0,1,1,75
04013,4,7.5,950,2,0,1,0,0,1,1,22.5
39035,1,7,950,1,0,1,0,0,1,1,10
42043,1,13.02,1200,1,0,0,0,0,1,1,34
06037,2,17.7,2700,2,0.5,0,0,0,1,1,35
06107,3,13.44,1000,2,0,0,0,0,1,1,94
06095,2,12,2200,2,0.5,1,0,0,1,1,60
48257,1,4.65,760,1,0,1,0,0,1,1,20
36005,5,4.18,910,0,1,1,0,1,1,1,16
48201,2,8.36,3000,2,0.5,1,0,0,1,1,45
06059,1,3.41,1400,1,0,1,0,0,1,1,70
39035,3,6.25,850,2,0,0,0,0,1,1,16.666666666666668
13151,3,9.58,1400,2,1,0,0,0,1,1,20
48113,2,6,1200,2,1,1,0,0,1,1,20
36075,2,5.3,600,2,0,1,0,0,1,1,44
08000,5,3.68,600,2,1,0,0,0,1,1,10
48000,2,18.2,1600,2,0,0,0,0,1,1,105
12099,3,8.6,800,2,0,0,0,0,1,1,23.333333333333332
48201,1,2.5,730,1,1,0,0,0,0,0,20
25000,2,27.5,1600,1,0,0,0,0,1,1,110
06073,6,25.04,1400,6,1,0,0,0,1,1,40
42101,1,3,1100,1,0,1,1,0,1,0,20
29000,4,4.02,480,1,0,0,0,0,1,1,7.5
47037,5,9.7,1100,2,1,1,0,0,1,1,24
55105,4,8.78,650,3,0,1,0,0,1,1,22.5
06085,3,5.95,1300,2,1,1,0,0,1,1,20
39000,1,5.6,570,1,0,0,0,0,1,1,40
12000,2,5.1,600,2,0,1,0,0,0,0,20
47000,3,10.2,1700,2,0,1,1,0,1,1,48
34000,3,6,1100,2,1,1,0,0,1,1,20
48141,2,18.76,1400,2,0.5,0,0,0,1,1,45
37101,4,10.2,1700,2,0,0,0,0,1,1,32.5
48000,4,23.8,1600,3,0,0,0,0,1,1,25
24025,2,13.24,2000,2,0,0,0,0,1,1,40
51000,2,5.04,470,2,0,0,0,1,1,1,75
37000,5,9.2,1000,2,0,0,0,0,1,1,16
12099,3,13.59,1600,3,0,1,1,0,1,1,76.66666666666667
12099,4,5.185,830,1,1,1,0,1,1,1,45
34013,2,10.63,1000,2,0,0,0,0,1,1,30
48029,4,6,1400,2,0,1,1,0,1,1,2.5
12105,2,10.512,1500,2,0,0,0,0,1,1,20
55000,4,12,1700,2,0,0,0,0,1,1,10
48453,1,16,1700,1,0,0,1,0,1,1,70
36000,3,27.5,1700,2,0,0,0,0,1,1,36.666666666666664
41017,4,6.5,1800,3,0,1,0,0,1,1,27.5
29189,5,8.7,900,2,0,1,0,0,1,1,26
45000,2,9.2,800,2,0,0,0,0,1,1,1
48113,2,12.27,1600,2,0,1,1,0,1,1,35
48121,3,9.09,1200,2,0,0,1,0,1,1,13.333333333333334
13117,3,11.9,550,2,0,0,0,0,1,1,46.666666666666664
32031,3,10.8,1300,2,0,0,0,0,1,1,40
04019,1,44.2,2000,1,0,0,0,0,1,1,80
48439,5,14.2,2800,2,0,0,0,0,1,1,18
51000,3,4,1300,2,1,0,0,0,1,1,40
39000,1,4.5,830,1,0,0,0,0,1,1,40
17043,4,13,1600,2,0.5,0,0,0,1,1,29
42075,2,13.3,1400,2,0,0,0,0,1,1,50
34013,2,5,1000,1,0,1,0,0,0,0,30
04000,4,5,720,2,0,0,0,0,0,1,30
54000,1,6,510,1,0,0,0,0,1,1,60
26000,3,5.8,670,1,0,0,0,0,1,1,33.333333333333336
53000,1,1.591,550,1,0,1,0,0,0,1,40
39000,3,8,240,2,0,0,0,0,1,1,30
06077,2,8.38,10,2,0,0,0,0,0,1,150
12117,2,8.64,1100,2,0.5,1,0,0,1,1,50
36081,1,5,280,0,0,0,0,0,1,1,150
36000,2,17.07,1200,3,0,0,0,0,1,1,20
37001,2,12.32,1300,2,0,0,0,0,1,1,38
48201,2,0.69,910,2,0,1,1,0,1,0,20
16000,3,4.8,750,2,0,1,0,1,0,0,40
12103,2,4.45,900,0,0,1,0,0,1,1,100
48041,3,6.34,1200,3,0,1,1,0,1,1,10
06085,2,13.2,1100,2,0,0,0,0,1,1,90
17031,2,22.1,3300,2,0,1,0,0,1,1,80
01000,4,4.2,800,5,0,0,0,0,1,1,15
26125,4,65.6,1600,3,0,0,0,0,1,1,20
44007,4,4.7,780,0,0,1,1,1,1,1,17.5
25000,4,8.1,800,2,1,1,0,0,0,0,27.5
13021,3,9,860,1,0,0,1,0,1,1,20
39049,1,3,600,0,1,1,0,0,1,0,90
06089,2,10.86,1200,2,0,0,0,0,1,1,27
48201,4,30.5,2800,2,0.5,0,0,0,1,1,30
29000,1,4,660,2,0,0,0,0,1,1,40
37000,2,8.9,900,2,0.5,0,0,0,1,1,51
15000,4,10.2,2700,2,1,1,1,0,1,1,25
29000,4,2.37,360,1,0,0,0,1,1,0,7.5
34003,4,2.5,600,2,0,1,0,1,1,1,7.5
48000,4,2.5,450,1,0,0,0,0,1,1,15
25000,3,13.1,2100,1,0.6666666666666666,0,0,0,1,1,53.333333333333336
48251,3,11.68,350,2,0,0,0,0,1,1,214.66666666666666
48027,3,12,1000,2,0,0,0,0,1,1,10
12015,2,10.093,1200,2,0,0,0,0,1,1,30
06065,2,25.05,1600,2,0,0,0,0,1,1,20
12000,5,5,1100,3,1,0,0,0,1,1,8
06077,2,12.5,900,3,1,0,0,0,1,1,30
12000,3,3.5,1600,1,0,0,1,0,1,1,40
01000,3,3.15,400,1,0,1,0,0,1,1,10
25025,2,17.09,1700,1,1,1,1,0,1,1,40
24003,1,0.9,1600,1,0,1,0,0,1,1,120
20000,4,12.2,360,3,0,0,0,0,1,1,40
24000,1,4.8,600,1,0,1,0,0,1,1,30
45000,2,5.76,350,2,0,0,0,0,1,1,43
39061,5,16.85,900,4,0,0,0,0,1,1,7.6
12000,2,5.51,400,1,0,0,0,0,1,1,130
42049,3,20.25,1200,3,0,0,0,0,1,1,26.666666666666668
24021,2,10.7,800,2,0,0,0,0,1,1,14
51000,2,9.23,1200,2,0.5,0,0,0,0,0,296
48000,2,16.42,2300,2,0,0,0,0,1,1,30
39049,1,5.3,700,1,1,1,0,0,1,0,20
34007,2,1.223,900,3,0,0,1,1,1,1,139
33000,2,12.8,1700,4,0,0,0,0,1,1,45
46000,2,3.4,730,1,0,0,0,0,1,1,22
22055,5,3.85,2400,2,0,0,0,0,1,1,12
46000,3,11.63,1100,3,0,0,0,0,1,1,16.666666666666668
38017,1,1.5,950,1,0,1,1,0,1,1,16
55000,2,8.25,500,2,0,0,0,0,1,1,45
47000,2,5.25,820,2,0,0,1,0,1,1,149
36000,3,7.1,700,3,0,0,0,0,1,1,50
48339,2,8.003,560,2,0,0,0,0,1,1,161
53000,5,8.73,1500,4,0.6,0,0,0,1,1,12
36000,3,6.68,1200,2,0,0,0,0,1,1,13.333333333333334
22055,2,8.6,400,2,0,0,0,0,1,1,40
18089,4,42.16,1600,3,0,0,0,0,1,1,52.5
16000,2,1.47,1400,3,0,1,1,1,1,1,65
41005,5,22.14,2700,3,0,0,0,0,1,1,16
39061,4,26.4,2200,2,0,0,0,0,1,1,25
06097,2,6.84,1600,3,0,0,0,0,1,1,10
06037,4,19.06,1600,2,0,0,0,0,1,1,30
49000,2,4.5,500,2,0,1,1,0,1,1,10
06059,2,8,1800,2,0,1,0,0,1,1,55
25000,3,14.18,1200,2,0.6666666666666666,0,1,0,1,1,40
33000,1,7.42,1100,1,0,0,0,0,1,0,38
06037,3,31.63,4600,2,0.6666666666666666,0,0,0,1,1,43.333333333333336
28000,2,3.62,400,2,1,1,0,0,0,1,10
48000,2,19.5,1100,2,0,0,0,0,1,1,15
06041,2,40.4,2600,2,0,0,0,0,1,1,30
36027,2,14.85,550,3,0,0,0,0,1,1,60
44009,2,20.57,2000,2,0,0,0,0,1,1,90
06019,2,8.48,950,2,0,0,0,0,1,1,27
41051,2,7.4,1500,1,0,1,0,0,1,1,45
37071,4,4.8,940,3,0,0,0,0,1,1,20
15001,3,6.58,1400,3,0,1,0,0,1,1,16.666666666666668
09001,2,16,2700,3,1,0,0,0,1,1,172
48085,2,12.71,1600,2,0,0,1,0,1,1,22
48041,1,1.8,550,1,0,1,1,0,1,1,10
42101,3,14.1,80,2,0,0,1,0,1,1,8
19113,6,10,1900,2,0,0,1,0,1,1,6.666666666666667
06000,2,8.8,1500,2,0.5,1,0,0,1,1,4
05119,2,14.62,2300,2,0.5,0,0,0,1,1,12
39000,2,8.24,820,2,0,0,0,0,1,1,25
